model,dataset,T,seed,depth,ann_accuracy,snn_accuracy,accuracy_drop,total_spikes,avg_spikes_per_sample,total_neurons,spike_density,snn_latency_ms_per_sample,ann_latency_ms_per_sample,E_SNN_pJ,E_ANN_pJ,energy_ratio,synops,mac_count,memory_mb,gpu_memory_mb,complexity_rank,snn_accuracy_pct,ann_accuracy_pct,SCI
resnet34,tiny_imagenet,128,42,34,0.641,0.6001802866212206,0.0408197133787794,9911006852,991100.6852525946,393216,2.5204993826614244,91.91145024444262,0.3625,891990.6167273351,3357999999.9999995,0.0002656315118306,991100,730000000,168.11277531542083,0.0,5,60.018028662122056,64.1,5.230656731129559e-06
vgg16,cifar10,1,123,16,0.931,0.05,0.881,26924708,2692.470825894634,196608,0.0136946147964204,0.4638205609886286,0.23125,2423.2237433051705,1426000000.0,1.699315388012041e-06,2692,310000000,167.78796710583768,0.0,3,5.0,93.10000000000001,2.3271469656454674e-08
resnet34,mnist,128,123,34,0.996,0.9818213032027748,0.014178696797225,2039619549,203961.95499518327,393216,0.5187020746744366,90.51849590597364,0.3625,183565.75949566497,3357999999.9999995,5.4665205329262943e-05,203961,730000000,132.65534018039196,0.0,1,98.18213032027748,99.6,2.2152308919369343e-07
vgg9,mnist,16,42,9,0.993,0.6422426382611147,0.3507573617388853,110484119,11048.411972029822,98304,0.1123902585045351,3.839323006196164,0.11875,9943.57077482684,552000000.0,1.8013715171787753e-05,11048,120000000,96.35177008493672,0.0,1,64.22426382611147,99.3,1.2653538154901827e-07
resnet34,cifar10,16,123,34,0.941,0.6094704698847156,0.3315295301152843,580157216,58015.72164348872,393216,0.1475416098111183,11.314811988246706,0.3625,52214.14947913984,3357999999.9999995,1.5549180905044627e-05,58015,730000000,112.51437530537942,0.0,3,60.94704698847156,94.1,1.4338444887341172e-07
resnet18,fashion_mnist,16,7,18,0.941,0.6071736463823136,0.3338263536176863,253230726,25323.07268886894,262144,0.0965998561434514,8.498227536228956,0.2625,22790.765419982046,2576000000.0,8.847346824527192e-06,25323,560000000,154.08996209860464,0.0,2,60.717364638231366,94.1,5.34157769062843e-08
vgg16,tiny_imagenet,32,123,16,0.561,0.4318829352876394,0.1291170647123606,1810275233,181027.52333894663,196608,0.9207535977119274,14.842257951636116,0.23125,162924.77100505197,1426000000.0,0.0001142529950947,181027,310000000,96.72197418224766,0.0,5,43.188293528763936,56.10000000000001,3.287464258837954e-06
resnet18,cifar100,64,42,18,0.731,0.6848060973049922,0.0461939026950077,2309412732,230941.27322239475,262144,0.8809710434814253,34.04745911197373,0.2625,207847.14590015527,2576000000.0,8.068600384322797e-05,230941,560000000,197.3611783195003,0.0,4,68.48060973049922,73.1,1.1106567656267946e-06
vgg11,cifar10,8,123,11,0.912,0.4341677602540213,0.4778322397459787,152555604,15255.560407648092,131072,0.1163906891452643,2.3931948811411594,0.15,13730.004366883284,736000000.0,1.8654897237613157e-05,15255,160000000,146.96952953698002,0.0,3,43.41677602540213,91.2,2.714070431774855e-07
vgg16,tiny_imagenet,16,42,16,0.561,0.3316347547497431,0.2293652452502569,848487779,84848.77796686564,196608,0.4315632017357668,7.234405791425544,0.23125,76363.90017017908,1426000000.0,5.355112213897552e-05,84848,310000000,96.35177008493672,0.0,5,33.163475474974305,56.10000000000001,1.4444183579274614e-06
vgg9,tiny_imagenet,4,7,9,0.498,0.1547738442845665,0.3432261557154334,139786666,13978.666638393071,98304,0.1421983504068305,0.9411432980809588,0.11875,12580.799974553764,552000000.0,2.279130430172783e-05,13978,120000000,69.28553041537994,0.0,5,15.47738442845665,49.8,8.102214688314499e-07
resnet18,cifar10,128,42,18,0.931,0.903842058000642,0.027157941999358,3103920116,310392.0116794374,262144,1.184051558225393,68.09491822394746,0.2625,279352.8105114937,2576000000.0,0.0001084444140184,310392,560000000,168.11277531542083,0.0,3,90.3842058000642,93.10000000000001,1.003154510932578e-06
vgg11,cifar100,16,7,11,0.692,0.4325716615878726,0.2594283384121273,459483930,45948.393011538275,131072,0.3505584183619558,4.955654367783902,0.15,41353.55371038445,736000000.0,5.618689362823974e-05,45948,160000000,154.08996209860464,0.0,4,43.25716615878726,69.19999999999999,1.2310492851866987e-06
resnet18,tiny_imagenet,64,123,18,0.612,0.5655352471383845,0.0464647528616154,3331316641,333131.66417761217,262144,1.270796448431443,32.586886231557784,0.2625,299818.497759851,2576000000.0,0.000116389168385,333131,560000000,88.13089483558042,0.0,5,56.553524713838456,61.199999999999996,2.3110459659311257e-06
resnet34,fashion_mnist,32,42,34,0.945,0.7619384680019958,0.1830615319980041,747043755,74704.37557675732,393216,0.1899830514952527,22.977862561110655,0.3625,67233.93801908159,3357999999.9999995,2.002201846905348e-05,74704,730000000,184.15674026583608,0.0,2,76.19384680019958,94.5,1.1887013018265907e-07
vgg11,cifar10,4,42,11,0.912,0.2896153965262229,0.6223846034737771,75083057,7508.305787259569,131072,0.0572838271122708,1.177689259295409,0.15,6757.475208533612,736000000.0,9.181352185507626e-06,7508,160000000,185.8406415035468,0.0,3,28.961539652622292,91.2,1.3148574781287232e-07
vgg9,cifar10,8,123,9,0.895,0.4277272689479446,0.4672727310520553,131004827,13100.482713116417,98304,0.1332650015575807,1.9579581446364007,0.11875,11790.434441804777,552000000.0,2.135948268442894e-05,13100,120000000,146.96952953698002,0.0,3,42.77272689479446,89.5,3.558089366511927e-07
vgg9,cifar10,2,42,9,0.895,0.1475962656487034,0.7474037343512966,33859376,3385.9376228312703,98304,0.03444353864371,0.4799153757745205,0.11875,3047.3438605481433,552000000.0,5.520550472007506e-06,3385,120000000,68.38482645108074,0.0,3,14.75962656487034,89.5,9.507364675857108e-08
resnet18,cifar100,16,123,18,0.731,0.4623614982824377,0.2686385017175622,600288411,60028.841138942655,262144,0.228991856151362,8.146721557889446,0.2625,54025.95702504839,2576000000.0,2.097280940413369e-05,60028,560000000,112.51437530537942,0.0,4,46.236149828243775,73.1,3.0016265963508224e-07
vgg9,cifar100,64,42,9,0.641,0.5801200387185881,0.0608799612814119,1462374670,146237.46703289537,98304,1.487604441659499,15.357292024784655,0.11875,131613.72032960583,552000000.0,0.000238430652771,146237,120000000,197.3611783195003,0.0,4,58.01200387185881,64.1,5.542039032655477e-06
resnet18,cifar10,8,123,18,0.931,0.452558150793816,0.478441849206184,197406990,19740.699073053212,262144,0.075304790775502,4.073360778944723,0.2625,17766.62916574789,2576000000.0,6.8969833717965414e-06,19740,560000000,146.96952953698002,0.0,3,45.2558150793816,93.10000000000001,6.492198622440692e-08
vgg11,fashion_mnist,8,7,11,0.934,0.4486304389156648,0.4853695610843352,97940032,9794.00328506982,131072,0.0747223151021562,2.477827183891951,0.15,8814.60295656284,736000000.0,1.1976362712721247e-05,9794,160000000,153.91150519477287,0.0,2,44.86304389156648,93.4,1.1186269354970898e-07
vgg9,fashion_mnist,4,42,9,0.928,0.2913830488298309,0.6366169511701691,39463948,3946.394815928412,98304,0.0401448040357301,0.959830751549041,0.11875,3551.755334335571,552000000.0,6.4343393737963244e-06,3946,120000000,185.8406415035468,0.0,2,29.13830488298309,92.80000000000001,6.457632331510894e-08
vgg16,cifar100,8,123,16,0.721,0.3377685424261893,0.3832314575738106,327498289,32749.82894011505,196608,0.1665742438767245,3.710564487909029,0.23125,29474.846046103547,1426000000.0,2.06695975077865e-05,32749,310000000,146.96952953698002,0.0,4,33.77685424261893,72.1,4.3037782201197065e-07
vgg11,fashion_mnist,1,123,11,0.934,0.05,0.884,12502869,1250.2869265415482,131072,0.0095389322398494,0.2991493601426449,0.15,1125.258233887393,736000000.0,1.5288834699556977e-06,1250,160000000,167.78796710583768,0.0,2,5.0,93.4,1.4583915822533314e-08
resnet34,cifar100,1,42,34,0.751,0.05,0.701,50445808,5044.580895508076,393216,0.0128290326322125,0.718058205034708,0.3625,4540.122805957269,3357999999.9999995,1.352031806419675e-06,5044,730000000,147.8448894051366,0.0,4,5.0,75.1,1.7345260164347243e-08
vgg9,fashion_mnist,8,7,9,0.928,0.4429058794335757,0.4850941205664243,81054457,8105.445735611203,98304,0.082452857824821,1.8822865961619175,0.11875,7294.901162050082,552000000.0,1.321540065588783e-05,8105,120000000,153.91150519477287,0.0,2,44.290587943357565,92.80000000000001,1.362059439222457e-07
resnet34,cifar10,1,42,34,0.941,0.05,0.8909999999999999,36395965,3639.596538978988,393216,0.0092559726434809,0.718058205034708,0.3625,3275.6368850810895,3357999999.9999995,9.75472568517299e-07,3639,730000000,147.8448894051366,0.0,3,5.0,94.1,9.028947408662173e-09
vgg11,cifar10,128,123,11,0.912,0.8719277602540213,0.0400722397459787,2440889665,244088.96652236948,131072,1.86225102632423,38.29111809825855,0.15,219680.06987013255,736000000.0,0.0002984783558018,244088,160000000,132.65534018039196,0.0,3,87.19277602540213,91.2,4.342512690839768e-06
resnet34,cifar10,8,7,34,0.941,0.4538165586781856,0.4871834413218143,288489729,28848.972968661088,393216,0.0733667321997606,5.589125510032507,0.3625,25964.07567179498,3357999999.9999995,7.732005858187905e-06,28848,730000000,153.91150519477287,0.0,3,45.38165586781856,94.1,7.090900039558157e-08
vgg9,cifar100,2,123,9,0.641,0.0984965401393836,0.5425034598606163,50027046,5002.704694894745,98304,0.0508901437875848,0.4894895361591002,0.11875,4502.434225405271,552000000.0,8.156583741676215e-06,5002,120000000,177.76242254013096,0.0,4,9.849654013938359,64.1,2.075448597146899e-07
vgg16,mnist,1,7,16,0.995,0.05,0.945,11219223,1121.9223613254765,196608,0.0057063922186557,0.466644975187478,0.23125,1009.7301251929288,1426000000.0,7.080856417902727e-07,1121,310000000,99.0458414908341,0.0,1,5.0,99.5,4.040614396453899e-09
vgg9,cifar100,8,7,9,0.641,0.293730100647237,0.347269899352763,191344987,19134.498789548063,98304,0.194646187230917,1.8822865961619175,0.11875,17221.04891059326,552000000.0,3.119755237426316e-05,19134,120000000,153.91150519477287,0.0,4,29.373010064723697,64.1,7.590605775733954e-07
vgg11,tiny_imagenet,8,42,11,0.531,0.2345531894685944,0.2964468105314056,302112634,30211.263429484217,131072,0.23049364799106,2.355378518590818,0.15,27190.137086535797,736000000.0,3.694312104148885e-05,30211,160000000,168.11340378299354,0.0,5,23.455318946859443,53.1,1.0643943421285067e-06
resnet18,mnist,128,7,18,0.995,0.977838408477124,0.0171615915228758,1284664201,128466.42016676208,262144,0.4900605017347796,67.98582028983165,0.2625,115619.77815008588,2576000000.0,4.4883454250809734e-05,128466,560000000,132.23486097333057,0.0,1,97.7838408477124,99.5,1.718406883573582e-07
resnet18,mnist,64,123,18,0.995,0.9757405996358332,0.0192594003641668,685826638,68582.66382611182,262144,0.2616221001667473,32.586886231557784,0.2625,61724.39744350064,2576000000.0,2.396133441129683e-05,68582,560000000,88.13089483558042,0.0,1,97.57405996358331,99.5,9.795022861689422e-08
vgg11,cifar10,1,123,11,0.912,0.05,0.862,19069450,1906.9450509560115,131072,0.014548836143158,0.2991493601426449,0.15,1716.2505458604105,736000000.0,2.3318621547016446e-06,1906,160000000,167.78796710583768,0.0,3,5.0,91.2,3.392588039718569e-08
vgg11,cifar10,8,7,11,0.912,0.4348302591149234,0.4771697408850766,151327982,15132.79824869757,131072,0.1154540882011228,2.477827183891951,0.15,13619.518423827814,736000000.0,1.8504780467157357e-05,15132,160000000,153.91150519477287,0.0,3,43.48302591149234,91.2,2.670565695247e-07
vgg16,tiny_imagenet,4,42,16,0.561,0.1614647547497431,0.3995352452502569,212121944,21212.19449171641,196608,0.1078908004339417,1.808601447856386,0.23125,19090.97504254477,1426000000.0,1.338778053474388e-05,21212,310000000,185.8406415035468,0.0,5,16.14647547497431,56.10000000000001,3.6110458948186534e-07
vgg11,tiny_imagenet,4,7,11,0.531,0.1626419077726872,0.3683580922273127,156823830,15682.383030625608,131072,0.1196470873308228,1.2389135919459755,0.15,14114.144727563047,736000000.0,1.917682707549327e-05,15682,160000000,69.28553041537994,0.0,5,16.26419077726872,53.1,5.736128759574077e-07
vgg9,mnist,1,42,9,0.993,0.05,0.943,6905257,690.5257482518639,98304,0.0070243911565334,0.2399576878872602,0.11875,621.4731734266775,552000000.0,1.1258571982367343e-06,690,120000000,147.8448894051366,0.0,1,5.0,99.3,7.908461346813642e-09
vgg11,fashion_mnist,16,123,11,0.934,0.6010599923535843,0.3329400076464157,200045908,20004.59082466477,131072,0.1526229158375913,4.786389762282319,0.15,18004.131742198293,736000000.0,2.446213551929116e-05,20004,160000000,112.51437530537942,0.0,2,60.10599923535843,93.4,2.3334265316053303e-07
vgg16,mnist,2,42,16,0.995,0.1644529399638413,0.8305470600361586,21973075,2197.307586187904,196608,0.011176084321024,0.9043007239281928,0.23125,1977.576827569114,1426000000.0,1.3868000193331795e-06,2197,310000000,68.38482645108074,0.0,1,16.44529399638413,99.5,7.74949697623272e-09
resnet18,tiny_imagenet,2,42,18,0.612,0.0890349148328083,0.5229650851671916,105696337,10569.633746293384,262144,0.040319952950643,1.063983097249179,0.2625,9512.670371664044,2576000000.0,3.6928068212981536e-06,10569,560000000,68.38482645108074,0.0,5,8.90349148328083,61.199999999999996,7.444689864527775e-08
resnet34,fashion_mnist,16,7,34,0.945,0.6044585512230951,0.3405414487769048,352899517,35289.95176681727,393216,0.0897469883392773,11.178251020065014,0.3625,31760.956590135545,3357999999.9999995,9.458295589677055e-06,35289,730000000,154.08996209860464,0.0,2,60.44585512230951,94.5,5.3053346499761545e-08
resnet34,mnist,1,42,34,0.996,0.05,0.946,15568823,1556.8823234942845,393216,0.003959356494889,0.718058205034708,0.3625,1401.194091144856,3357999999.9999995,4.172704261896534e-07,1556,730000000,147.8448894051366,0.0,1,5.0,99.6,1.6521223720591177e-09
vgg16,cifar10,8,123,16,0.931,0.4505008299499352,0.4804991700500648,215397666,21539.76660715707,196608,0.1095569183713636,3.710564487909029,0.23125,19385.789946441364,1426000000.0,1.3594523104096329e-05,21539,310000000,146.96952953698002,0.0,3,45.05008299499352,93.10000000000001,1.861717572516374e-07
resnet18,fashion_mnist,2,7,18,0.941,0.1507886463823137,0.7902113536176862,31653840,3165.3840861086173,262144,0.0120749820179314,1.0622784420286195,0.2625,2848.845677497756,2576000000.0,1.105918353065899e-06,3165,560000000,180.5373805955127,0.0,2,15.078864638231371,94.1,6.6769721132855374e-09
resnet34,mnist,1,7,34,0.996,0.05,0.946,15781787,1578.178758003255,393216,0.0040135161285483,0.6986406887540634,0.3625,1420.3608822029296,3357999999.9999995,4.2297822579003267e-07,1578,730000000,99.0458414908341,0.0,1,5.0,99.6,1.6976299312330481e-09
vgg16,cifar10,64,123,16,0.931,0.8973808299499353,0.0336191700500647,1723181328,172318.13285725657,196608,0.8764553469709094,29.68451590327223,0.23125,155086.3195715309,1426000000.0,0.0001087561848327,172318,310000000,88.13089483558042,0.0,3,89.73808299499353,93.10000000000001,1.4893740580130992e-06
resnet18,cifar100,2,123,18,0.731,0.1187914982824377,0.6122085017175622,75036051,7503.605142367832,262144,0.0286239820189202,1.0183401947361808,0.2625,6753.244628131049,2576000000.0,2.621601175516711e-06,7503,560000000,177.76242254013096,0.0,4,11.879149828243769,73.1,3.752033245438528e-08
vgg16,cifar100,16,7,16,0.721,0.4575871910565514,0.2634128089434486,621590343,62159.034334658296,196608,0.316157197747082,7.466319602999648,0.23125,55943.13090119247,1426000000.0,3.923080708358518e-05,62159,310000000,154.08996209860464,0.0,4,45.75871910565514,72.1,7.751938770564167e-07
resnet34,mnist,64,123,34,0.996,0.9818213032027748,0.0141786967972251,1019809774,101980.97749759164,393216,0.2593510373372183,45.259247952986826,0.3625,91782.87974783249,3357999999.9999995,2.7332602664631472e-05,101980,730000000,88.13089483558042,0.0,1,98.18213032027748,99.6,1.1076154459684671e-07
vgg11,fashion_mnist,8,123,11,0.934,0.4500633256869177,0.4839366743130823,100022954,10002.295412332383,131072,0.0763114579187956,2.3931948811411594,0.15,9002.065871099147,736000000.0,1.223106775964558e-05,10002,160000000,146.96952953698002,0.0,2,45.00633256869177,93.4,1.1667132658026646e-07
vgg16,cifar100,1,123,16,0.721,0.05,0.6709999999999999,40937286,4093.7286175143818,196608,0.0208217804845905,0.4638205609886286,0.23125,3684.3557557629433,1426000000.0,2.5836996884733123e-06,4093,310000000,167.78796710583768,0.0,4,5.0,72.1,5.379722775149634e-08
vgg9,fashion_mnist,32,123,9,0.928,0.7409899385612981,0.1870100614387019,324539180,32453.91808038127,98304,0.3301383268267951,7.831832578545603,0.11875,29208.526272343144,552000000.0,5.2913996870186855e-05,32453,120000000,96.72197418224766,0.0,2,74.09899385612981,92.80000000000001,5.459043247638051e-07
resnet18,cifar10,1,42,18,0.931,0.05,0.881,24249375,2424.937591245605,262144,0.0092504027986358,0.5319915486245895,0.2625,2182.4438321210446,2576000000.0,8.472219845190391e-07,2424,560000000,147.8448894051366,0.0,3,5.0,93.10000000000001,7.837144616660765e-09
vgg16,mnist,16,123,16,0.995,0.655823398342897,0.3391766016571029,180304654,18030.46540159202,196608,0.0917076894205323,7.421128975818058,0.23125,16227.41886143282,1426000000.0,1.137967662092063e-05,18030,310000000,112.51437530537942,0.0,1,65.5823398342897,99.5,6.522524057859263e-08
resnet34,cifar100,16,42,34,0.751,0.4794865306303341,0.2715134693696659,807132943,80713.29432812921,393216,0.2052645221154002,11.488931280555327,0.3625,72641.9648953163,3357999999.9999995,2.16325089027148e-05,80713,730000000,96.35177008493672,0.0,4,47.94865306303341,75.1,2.775241626295559e-07
resnet18,cifar10,1,123,18,0.931,0.05,0.881,24675873,2467.5873841316516,262144,0.0094130988469377,0.5091700973680904,0.2625,2220.8286457184863,2576000000.0,8.621229214745677e-07,2467,560000000,167.78796710583768,0.0,3,5.0,93.10000000000001,8.115248278050865e-09
resnet18,mnist,4,123,18,0.995,0.3256739329691665,0.6693260670308334,42864164,4286.416489131989,262144,0.0163513812604217,2.0366803894723615,0.2625,3857.77484021879,2576000000.0,1.497583400706052e-06,4286,560000000,59.36998516000598,0.0,1,32.567393296916656,99.5,6.121889288555889e-09
vgg9,cifar10,1,123,9,0.895,0.05,0.845,16375603,1637.560339139552,98304,0.0166581251946975,0.2447447680795501,0.11875,1473.8043052255969,552000000.0,2.6699353355536178e-06,1637,120000000,167.78796710583768,0.0,3,5.0,89.5,4.447611708139909e-08
vgg9,mnist,4,42,9,0.993,0.3211726382611148,0.6718273617388852,27621029,2762.1029930074556,98304,0.0280975646261337,0.959830751549041,0.11875,2485.89269370671,552000000.0,4.503428792946938e-06,2762,120000000,185.8406415035468,0.0,1,32.11726382611148,99.3,3.163384538725457e-08
vgg16,tiny_imagenet,1,42,16,0.561,0.05,0.511,53030486,5303.048622929103,196608,0.0269727001084854,0.4521503619640964,0.23125,4772.743760636193,1426000000.0,3.34694513368597e-06,5303,310000000,147.8448894051366,0.0,5,5.0,56.10000000000001,9.027614737046633e-08
vgg16,cifar100,128,7,16,0.721,0.6810971910565513,0.0399028089434486,4972722746,497272.2746772664,196608,2.529257581976656,59.73055682399718,0.23125,447545.04720953974,1426000000.0,0.0003138464566686,497272,310000000,132.23486097333057,0.0,4,68.10971910565513,72.1,6.201551016451333e-06
vgg11,tiny_imagenet,32,123,11,0.531,0.3979294894283349,0.1330705105716651,1312656668,131265.66683932004,131072,1.0014775607247928,9.572779524564638,0.15,118139.10015538803,736000000.0,0.0001605150817328,131265,160000000,96.72197418224766,0.0,5,39.79294894283349,53.1,5.023507891042799e-06
resnet34,mnist,4,42,34,0.996,0.3268451172062886,0.6691548827937114,62275292,6227.529293977138,393216,0.0158374259795561,2.872232820138832,0.3625,5604.776364579424,3357999999.9999995,1.6690817047586137e-06,6227,730000000,185.8406415035468,0.0,1,32.68451172062886,99.6,6.608489488236471e-09
resnet18,cifar10,128,7,18,0.931,0.901173296863669,0.029826703136331,3075590260,307559.02601109236,262144,1.1732445755428025,67.98582028983165,0.2625,276803.1234099831,2576000000.0,0.0001074546286529,307559,560000000,132.23486097333057,0.0,3,90.1173296863669,93.10000000000001,9.849262514377535e-07
vgg11,cifar10,4,123,11,0.912,0.2882477602540214,0.6237522397459787,76277802,7627.780203824046,131072,0.0581953445726321,1.1965974405705797,0.15,6865.002183441642,736000000.0,9.327448618806578e-06,7627,160000000,59.36998516000598,0.0,3,28.824776025402137,91.2,1.3570352158874276e-07
resnet18,mnist,2,42,18,0.995,0.1634447525440298,0.8315552474559702,20897467,2089.7467692446417,262144,0.0079717512864862,1.063983097249179,0.2625,1880.7720923201775,2576000000.0,7.301133898758453e-07,2089,560000000,68.38482645108074,0.0,1,16.34447525440298,99.5,2.9101411775117898e-09
vgg16,cifar100,8,7,16,0.721,0.3458321910565514,0.3751678089434486,310795171,31079.517167329148,196608,0.158078598873541,3.733159801499824,0.23125,27971.56545059623,1426000000.0,1.961540354179259e-05,31079,310000000,153.91150519477287,0.0,4,34.58321910565514,72.1,3.8759693852820833e-07
vgg9,tiny_imagenet,2,7,9,0.498,0.0809038442845665,0.4170961557154334,69893333,6989.333319196536,98304,0.0710991752034152,0.4705716490404794,0.11875,6290.399987276883,552000000.0,1.1395652150863915e-05,6989,120000000,180.5373805955127,0.0,5,8.09038442845665,49.8,4.0511073441572496e-07
vgg9,cifar10,128,7,9,0.895,0.8533815737375421,0.0416184262624579,2040788659,204078.86596983255,98304,2.0759975786319234,30.116585538590684,0.11875,183670.97937284937,552000000.0,0.0003327372814725,204078,120000000,132.23486097333057,0.0,3,85.33815737375421,89.5,5.396576489512412e-06
resnet34,cifar10,4,42,34,0.941,0.3028927260541825,0.6381072739458173,145583861,14558.386155915952,393216,0.0370238905739236,2.872232820138832,0.3625,13102.547540324358,3357999999.9999995,3.901890274069196e-06,14558,730000000,185.8406415035468,0.0,3,30.289272605418248,94.1,3.611578963464869e-08
resnet18,tiny_imagenet,8,7,18,0.612,0.2863081507986367,0.3256918492013633,430840575,43084.05755359526,262144,0.1643526365417299,4.249113768114478,0.2625,38775.65179823573,2576000000.0,1.5052659859563562e-05,43084,560000000,153.91150519477287,0.0,5,28.63081507986367,61.199999999999996,3.0924304186064223e-07
vgg16,mnist,64,42,16,0.995,0.9770362732971748,0.0179637267028253,703138427,70313.84275801294,196608,0.3576346982727709,28.937623165702178,0.23125,63282.458482211645,1426000000.0,4.4377600618661745e-05,70313,310000000,197.3611783195003,0.0,1,97.70362732971748,99.5,2.479839032394472e-07
vgg9,tiny_imagenet,16,42,9,0.498,0.2965188225533667,0.2014811774466333,559791738,55979.173864031654,98304,0.569449603922848,3.839323006196164,0.11875,50381.25647762849,552000000.0,9.127039216961683e-05,55979,120000000,96.35177008493672,0.0,5,29.65188225533667,49.8,3.2483680419294574e-06
vgg11,cifar100,8,42,11,0.692,0.31838568400286,0.3736143159971399,217646412,21764.64125826438,131072,0.1660510349904203,2.355378518590818,0.15,19588.17713243794,736000000.0,2.6614371103855897e-05,21764,160000000,168.11340378299354,0.0,4,31.838568400286,69.19999999999999,5.524179834268011e-07
vgg11,mnist,2,42,11,0.994,0.1628489311193569,0.831151068880643,16479709,1647.9709579506257,131072,0.0125730206142473,0.5888446296477045,0.15,1483.1738621555633,736000000.0,2.0151818779287543e-06,1647,160000000,68.38482645108074,0.0,1,16.284893111935688,99.4,1.2668461646327936e-08
vgg11,cifar100,64,42,11,0.692,0.64016568400286,0.0518343159971399,1741171300,174117.13006611503,131072,1.328408279923363,18.843028148726543,0.15,156705.41705950352,736000000.0,0.0002129149688308,174117,160000000,197.3611783195003,0.0,4,64.016568400286,69.19999999999999,4.4193438674144085e-06
resnet18,tiny_imagenet,128,123,18,0.612,0.5655352471383845,0.0464647528616154,6662633283,666263.3283552243,262144,2.541592896862886,65.17377246311557,0.2625,599636.995519702,2576000000.0,0.00023277833677,666263,560000000,132.65534018039196,0.0,5,56.553524713838456,61.199999999999996,4.622091931862251e-06
resnet18,mnist,1,123,18,0.995,0.05,0.945,10716041,1071.6041222829972,262144,0.0040878453151054,0.5091700973680904,0.2625,964.4437100546976,2576000000.0,3.74395850176513e-07,1071,560000000,167.78796710583768,0.0,1,5.0,99.5,1.5304723221389722e-09
resnet18,cifar10,4,123,18,0.931,0.3020464841271493,0.6289535158728508,98703495,9870.349536526606,262144,0.037652395387751,2.0366803894723615,0.2625,8883.314582873945,2576000000.0,3.4484916858982707e-06,9870,560000000,59.36998516000598,0.0,3,30.20464841271493,93.10000000000001,3.246099311220346e-08
